id,mem:c0,mem:c1,mem:c2,mem:c3,mem:c4,mem:c5,mem:c6,mem:c7,mem:c8,mem:c9,mem:c10,mem:c11,mem:c12,mem:c13,mem:c14,mem:c15,mem:c16,mem:c17,mem:c18,mem:c19,cur:obj199@view_00024,cur:obj200@view_00024,cur:obj201@view_00024,cur:obj202@view_00024,cur:obj203@view_00024,cur:obj204@view_00024,cur:obj205@view_00024
mem:c11,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
mem:c12,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.260406,-0.000000,-0.000000,-0.000000,-0.000000,-0.231739,-0.000000
mem:c13,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.209646,-0.000000,-0.000000,-0.000000,-0.000000,-0.207465,-0.249705
mem:c14,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
mem:c15,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.194982,-0.207642,-0.000000,-0.000000,-0.000000,-0.209257,-0.000000
mem:c16,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
mem:c17,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,-0.000000,-0.000000,-0.246756,-0.000000,-0.000000,-0.000000,-0.000000,-0.236909,-0.000000
mem:c18,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,-0.000000,-0.196903,-0.200504,-0.000000,-0.000000,-0.000000,-0.221551,-0.000000
mem:c19,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.549981,-0.243208,-0.244323
cur:obj199@view_00024,-0.000000,-0.000000,-0.174711,-0.000000,-0.000000,-0.000000,-0.199747,-0.257496,-0.000000,-0.000000,-0.000000,-0.000000,-0.260406,-0.209646,-0.000000,-0.194982,-0.000000,-0.246756,-0.196903,-0.000000,1.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
cur:obj200@view_00024,-0.000000,-0.357102,-0.173664,-0.000000,-0.000000,-0.000000,-0.000000,-0.242735,-0.000000,-0.494614,-0.352019,-0.000000,-0.000000,-0.000000,-0.000000,-0.207642,-0.000000,-0.000000,-0.200504,-0.000000,-0.000000,1.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
cur:obj201@view_00024,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000
cur:obj202@view_00024,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000
cur:obj203@view_00024,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.549981,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,-0.000000,-0.000000
cur:obj204@view_00024,-0.000000,-0.000000,-0.184406,-0.000000,-0.000000,-0.000000,-0.199000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.231739,-0.207465,-0.000000,-0.209257,-0.000000,-0.236909,-0.221551,-0.243208,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,-0.000000
cur:obj205@view_00024,-0.000000,-0.000000,-0.224685,-0.000000,-0.000000,-0.444583,-0.259964,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.249705,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.244323,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000
