id,mem:c0,mem:c1,mem:c2,mem:c3,mem:c4,mem:c5,mem:c6,mem:c7,mem:c8,mem:c9,mem:c10,mem:c11,mem:c12,mem:c13,mem:c14,mem:c15,mem:c16,mem:c17,mem:c18,mem:c19,mem:c20,mem:c21,mem:c22,mem:c23,mem:c24,mem:c25,mem:c26,mem:c27,mem:c28,mem:c29,mem:c30,cur:obj221@view_00027,cur:obj222@view_00027,cur:obj223@view_00027,cur:obj224@view_00027,cur:obj225@view_00027,cur:obj226@view_00027,cur:obj227@view_00027,cur:obj228@view_00027,cur:obj229@view_00027,cur:obj230@view_00027,cur:obj231@view_00027,cur:obj232@view_00027,cur:obj233@view_00027,cur:obj234@view_00027,cur:obj235@view_00027,cur:obj236@view_00027,cur:obj237@view_00027,cur:obj238@view_00027
mem:c10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.402777,0.749809,0.724624,0.395110,0.552185,0.526953,0.621656,0.000000,0.708948,0.000000,0.645043,0.363563,0.604057,0.470693,0.356102,0.000000,0.655515,0.540200
mem:c11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
mem:c12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.437497,0.843994,0.777354,0.420179,0.552508,0.521631,0.724369,0.000000,0.789515,0.401632,0.773620,0.366871,0.657460,0.511666,0.413801,0.376679,0.801585,0.628958
mem:c13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.504471,0.699708,0.594790,0.000000,0.429314,0.460660,0.838486,0.000000,0.729251,0.000000,0.812393,0.000000,0.642106,0.510821,0.410199,0.356996,0.831969,0.630669
mem:c14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.599180,0.548677,0.000000,0.536906,0.558203,0.532892,0.000000,0.501304,0.000000,0.536707,0.362460,0.552973,0.467525,0.000000,0.000000,0.515471,0.513251
mem:c15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.375980,0.609586,0.646650,0.477412,0.689813,0.644324,0.543062,0.381492,0.556892,0.370258,0.536649,0.505485,0.607504,0.484903,0.407273,0.378340,0.542050,0.605130
mem:c16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.553697,0.559984,0.395086,0.561474,0.687976,0.478768,0.365826,0.510662,0.000000,0.481357,0.442927,0.557684,0.482424,0.000000,0.000000,0.483222,0.573881
mem:c17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.646759,0.653154,0.000000,0.458375,0.494706,0.602315,0.000000,0.579985,0.000000,0.555887,0.000000,0.594042,0.474792,0.000000,0.000000,0.603323,0.546066
mem:c18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.401504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.350745
mem:c19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.604863,0.623110,0.000000,0.424324,0.460008,0.532986,0.000000,0.533714,0.000000,0.525917,0.000000,0.500152,0.443012,0.000000,0.000000,0.515919,0.505989
mem:c20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.429167,0.563097,0.532622,0.000000,0.360892,0.410264,0.576132,0.000000,0.647289,0.000000,0.604901,0.000000,0.489862,0.412995,0.000000,0.000000,0.582831,0.477930
mem:c21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.385514,0.383144,0.399712,0.619803,0.453331,0.411561,0.000000,0.000000,0.000000,0.727408,0.000000,0.386201,0.393019,0.000000,0.578889,0.467897,0.366230,0.386224
mem:c22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.430126,0.705575,0.577067,0.000000,0.476734,0.461282,0.734505,0.000000,0.725426,0.000000,0.757548,0.000000,0.642153,0.447179,0.000000,0.000000,0.747216,0.608293
mem:c23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.395204,0.390619,0.000000,0.000000,0.000000,0.416360,0.000000,0.401024,0.000000,0.403616,0.000000,0.401015,0.428845,0.000000,0.000000,0.392445,0.434592
mem:c24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
mem:c25,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
mem:c26,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.391675,0.651674,0.673878,0.510598,0.636099,0.616542,0.553855,0.000000,0.600227,0.442438,0.553046,0.472466,0.737102,0.525317,0.457985,0.437569,0.601335,0.697940
mem:c27,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.387473,0.000000,0.446344,0.806996,0.463889,0.516636,0.000000,0.000000,0.000000,0.594943,0.000000,0.549387,0.000000,0.000000,0.420576,0.465604,0.000000,0.000000
mem:c28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.421451,0.394908,0.000000,0.457994,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
mem:c29,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.395077,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.355091,0.000000,0.000000,0.000000
mem:c30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.366701,0.380322,0.000000,0.427813,0.446462,0.000000,0.566803,0.000000,0.000000,0.000000,0.370271,0.000000,0.000000,0.000000,0.000000,0.000000,0.387249
cur:obj221@view_00027,0.000000,0.357692,0.000000,0.383817,0.404550,0.000000,0.000000,0.000000,0.842960,0.000000,0.402777,0.000000,0.437497,0.504471,0.000000,0.375980,0.000000,0.000000,0.000000,0.000000,0.429167,0.385514,0.430126,0.000000,0.000000,0.000000,0.391675,0.387473,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cur:obj222@view_00027,0.000000,0.000000,0.000000,0.649656,0.699190,0.000000,0.000000,0.000000,0.410183,0.567752,0.749809,0.000000,0.843994,0.699708,0.599180,0.609586,0.553697,0.646759,0.000000,0.604863,0.563097,0.383144,0.705575,0.395204,0.000000,0.000000,0.651674,0.000000,0.000000,0.000000,0.366701,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cur:obj223@view_00027,0.000000,0.000000,0.000000,0.667067,0.783925,0.372428,0.000000,0.000000,0.410447,0.508044,0.724624,0.000000,0.777354,0.594790,0.548677,0.646650,0.559984,0.653154,0.000000,0.623110,0.532622,0.399712,0.577067,0.390619,0.000000,0.000000,0.673878,0.446344,0.000000,0.000000,0.380322,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cur:obj224@view_00027,0.000000,0.450617,0.000000,0.000000,0.392270,0.000000,0.000000,0.000000,0.400575,0.358176,0.395110,0.000000,0.420179,0.000000,0.000000,0.477412,0.395086,0.000000,0.000000,0.000000,0.000000,0.619803,0.000000,0.000000,0.000000,0.000000,0.510598,0.806996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cur:obj225@view_00027,0.000000,0.442269,0.000000,0.430012,0.417369,0.375277,0.000000,0.000000,0.389192,0.580072,0.552185,0.000000,0.552508,0.429314,0.536906,0.689813,0.561474,0.458375,0.000000,0.424324,0.360892,0.453331,0.476734,0.000000,0.000000,0.000000,0.636099,0.463889,0.421451,0.000000,0.427813,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cur:obj226@view_00027,0.000000,0.499485,0.000000,0.488869,0.510916,0.431023,0.000000,0.000000,0.350381,0.582101,0.526953,0.000000,0.521631,0.460660,0.558203,0.644324,0.687976,0.494706,0.000000,0.460008,0.410264,0.411561,0.461282,0.000000,0.000000,0.000000,0.616542,0.516636,0.394908,0.000000,0.446462,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cur:obj227@view_00027,0.000000,0.000000,0.000000,0.551176,0.567130,0.000000,0.385086,0.000000,0.464285,0.491214,0.621656,0.000000,0.724369,0.838486,0.532892,0.543062,0.478768,0.602315,0.000000,0.532986,0.576132,0.000000,0.734505,0.416360,0.000000,0.000000,0.553855,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cur:obj228@view_00027,0.000000,0.000000,0.000000,0.000000,0.000000,0.373113,0.000000,0.410897,0.000000,0.393082,0.000000,0.000000,0.000000,0.000000,0.000000,0.381492,0.365826,0.000000,0.401504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.457994,0.395077,0.566803,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cur:obj229@view_00027,0.000000,0.000000,0.000000,0.608180,0.664884,0.357905,0.000000,0.000000,0.482470,0.455823,0.708948,0.000000,0.789515,0.729251,0.501304,0.556892,0.510662,0.579985,0.000000,0.533714,0.647289,0.000000,0.725426,0.401024,0.000000,0.000000,0.600227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cur:obj230@view_00027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.412626,0.000000,0.000000,0.000000,0.401632,0.000000,0.000000,0.370258,0.000000,0.000000,0.000000,0.000000,0.000000,0.727408,0.000000,0.000000,0.000000,0.000000,0.442438,0.594943,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cur:obj231@view_00027,0.000000,0.000000,0.000000,0.596585,0.617640,0.000000,0.384014,0.000000,0.523938,0.491868,0.645043,0.000000,0.773620,0.812393,0.536707,0.536649,0.481357,0.555887,0.000000,0.525917,0.604901,0.000000,0.757548,0.403616,0.000000,0.000000,0.553046,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cur:obj232@view_00027,0.000000,0.417662,0.000000,0.000000,0.380421,0.368739,0.000000,0.000000,0.000000,0.405650,0.363563,0.000000,0.366871,0.000000,0.362460,0.505485,0.442927,0.000000,0.000000,0.000000,0.000000,0.386201,0.000000,0.000000,0.000000,0.000000,0.472466,0.549387,0.000000,0.000000,0.370271,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cur:obj233@view_00027,0.000000,0.000000,0.000000,0.548388,0.516516,0.000000,0.383067,0.000000,0.435694,0.543961,0.604057,0.000000,0.657460,0.642106,0.552973,0.607504,0.557684,0.594042,0.000000,0.500152,0.489862,0.393019,0.642153,0.401015,0.000000,0.000000,0.737102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cur:obj234@view_00027,0.000000,0.000000,0.000000,0.453990,0.427554,0.000000,0.457364,0.000000,0.000000,0.513193,0.470693,0.000000,0.511666,0.510821,0.467525,0.484903,0.482424,0.474792,0.000000,0.443012,0.412995,0.000000,0.447179,0.428845,0.000000,0.000000,0.525317,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
cur:obj235@view_00027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.450628,0.000000,0.531445,0.000000,0.356102,0.000000,0.413801,0.410199,0.000000,0.407273,0.000000,0.000000,0.000000,0.000000,0.000000,0.578889,0.000000,0.000000,0.000000,0.000000,0.457985,0.420576,0.000000,0.355091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
cur:obj236@view_00027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.603244,0.000000,0.000000,0.000000,0.376679,0.356996,0.000000,0.378340,0.000000,0.000000,0.000000,0.000000,0.000000,0.467897,0.000000,0.000000,0.000000,0.000000,0.437569,0.465604,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
cur:obj237@view_00027,0.000000,0.000000,0.000000,0.550990,0.587563,0.000000,0.367294,0.000000,0.502829,0.513791,0.655515,0.000000,0.801585,0.831969,0.515471,0.542050,0.483222,0.603323,0.000000,0.515919,0.582831,0.366230,0.747216,0.392445,0.000000,0.000000,0.601335,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
cur:obj238@view_00027,0.000000,0.000000,0.000000,0.484308,0.479729,0.392687,0.440713,0.000000,0.450266,0.536925,0.540200,0.000000,0.628958,0.630669,0.513251,0.605130,0.573881,0.546066,0.350745,0.505989,0.477930,0.386224,0.608293,0.434592,0.000000,0.000000,0.697940,0.000000,0.000000,0.000000,0.387249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
