1.000000,0.269073,0.564037,0.266091,0.379834,0.317142,0.494304,0.600040,0.554525,0.381485,0.341642,0.462337,0.603130,0.543561,0.406534,0.572742,0.513594,0.491139,0.622088,0.463525,0.417145,0.333352,0.396162,0.516092,0.294387,0.529481,0.406582,0.478411,0.261240,0.739877,0.520244,0.444233,0.549864,0.563400,0.468335,0.529491,0.634095,0.472201,0.564206,0.528100,0.609818,0.566600,0.396569,0.454534,0.368548,0.323703,0.388328,0.373648,0.393240,0.434717,0.476476
0.269073,1.000000,0.447233,0.236596,0.299341,0.297564,0.416465,0.383553,0.336809,0.319244,0.327018,0.340804,0.462150,0.438043,0.255956,0.449521,0.340964,0.461342,0.400479,0.447285,0.339576,0.257015,0.309833,0.284039,0.355654,0.423571,0.364100,0.318416,0.319530,0.272684,0.341546,0.363735,0.430782,0.432707,0.429250,0.407943,0.469247,0.239177,0.311692,0.280657,0.331914,0.287023,0.280386,0.340714,0.257083,0.384567,0.257619,0.315344,0.259819,0.330900,0.304586
0.564037,0.447233,1.000000,0.430746,0.517480,0.481216,0.760169,0.795284,0.779539,0.432005,0.386476,0.551760,0.813277,0.808567,0.331504,0.906987,0.553870,0.836547,0.774658,0.803098,0.526859,0.409167,0.498338,0.388302,0.541768,0.641391,0.571342,0.590400,0.336480,0.525491,0.528699,0.669117,0.844997,0.769757,0.827387,0.822780,0.897118,0.458432,0.445902,0.534474,0.519841,0.525470,0.470440,0.528733,0.378875,0.572438,0.309692,0.503735,0.514361,0.482699,0.445923
0.266091,0.236596,0.430746,1.000000,0.754691,0.414499,0.441568,0.446099,0.442649,0.410850,0.298977,0.608750,0.431045,0.489037,0.283880,0.457760,0.219397,0.433705,0.377505,0.367314,0.518866,0.374100,0.486441,0.203660,0.480644,0.416628,0.456807,0.539576,0.673404,0.304185,0.329414,0.600278,0.417366,0.423001,0.465996,0.420408,0.431398,0.252907,0.328467,0.275620,0.374359,0.423593,0.482902,0.472009,0.309214,0.489171,0.297175,0.491707,0.453098,0.289764,0.298831
0.379834,0.299341,0.517480,0.754691,1.000000,0.451239,0.546299,0.512618,0.498048,0.364248,0.266263,0.720395,0.532728,0.604962,0.286417,0.542470,0.317618,0.515864,0.515326,0.494767,0.534811,0.318405,0.463025,0.289941,0.499401,0.483668,0.490214,0.544471,0.698063,0.371316,0.445092,0.644652,0.506401,0.503635,0.526972,0.518236,0.512967,0.336414,0.315544,0.334628,0.390187,0.434104,0.526691,0.488402,0.282212,0.491850,0.327727,0.463428,0.475598,0.353577,0.385707
0.317142,0.297564,0.481216,0.414499,0.451239,1.000000,0.466283,0.424588,0.492812,0.332372,0.389566,0.567389,0.553713,0.485785,0.374167,0.502798,0.425283,0.480973,0.539352,0.453379,0.493397,0.305625,0.473485,0.302418,0.445660,0.544171,0.580058,0.445198,0.330136,0.281238,0.345978,0.614793,0.494705,0.450090,0.434654,0.464087,0.438202,0.369302,0.346155,0.359190,0.403021,0.500411,0.453050,0.375614,0.292160,0.514630,0.339949,0.379958,0.389092,0.317668,0.413182
0.494304,0.416465,0.760169,0.441568,0.546299,0.466283,1.000000,0.696473,0.692115,0.411319,0.362662,0.564104,0.743206,0.753457,0.359875,0.768303,0.448249,0.750392,0.653746,0.840374,0.562605,0.351686,0.502506,0.337349,0.641458,0.619642,0.594504,0.517208,0.452184,0.440732,0.569751,0.672763,0.743428,0.812759,0.831475,0.849658,0.734252,0.432951,0.422498,0.409198,0.466373,0.464925,0.568672,0.544388,0.382389,0.574414,0.353903,0.579342,0.588873,0.510546,0.443869
0.600040,0.383553,0.795284,0.446099,0.512618,0.424588,0.696473,1.000000,0.718589,0.426377,0.354229,0.514449,0.738848,0.743794,0.306576,0.760876,0.420130,0.749246,0.668365,0.666489,0.508035,0.401807,0.481920,0.410661,0.470774,0.526030,0.526825,0.607891,0.316432,0.532678,0.481547,0.626620,0.785187,0.811749,0.680979,0.748370,0.812162,0.418921,0.399580,0.430879,0.499600,0.521627,0.432561,0.506651,0.358035,0.526615,0.298291,0.521428,0.466945,0.438788,0.387423
0.554525,0.336809,0.779539,0.442649,0.498048,0.492812,0.692115,0.718589,1.000000,0.381620,0.436178,0.502478,0.769980,0.765084,0.402139,0.749570,0.407130,0.695763,0.694219,0.609265,0.508436,0.311925,0.497909,0.415515,0.501088,0.547361,0.542167,0.493372,0.332237,0.551497,0.566638,0.635944,0.681431,0.736539,0.692538,0.761691,0.737759,0.469130,0.453543,0.447589,0.570570,0.439088,0.468372,0.495918,0.294734,0.559213,0.306338,0.474276,0.441102,0.454183,0.451914
0.381485,0.319244,0.432005,0.410850,0.364248,0.332372,0.411319,0.426377,0.381620,1.000000,0.451169,0.379524,0.407406,0.470753,0.431713,0.460238,0.502631,0.374791,0.464377,0.403742,0.413136,0.843173,0.422750,0.301587,0.374226,0.470259,0.389688,0.430656,0.397688,0.438388,0.368779,0.447662,0.446496,0.457281,0.449645,0.391733,0.451484,0.449140,0.519233,0.489263,0.531717,0.496606,0.433258,0.446138,0.731893,0.448011,0.402118,0.389834,0.360498,0.433475,0.498494
